Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Northamptonshire,Less lethal weapons,CED of which,2.0,42.0,324.0,123.0,57.0,7.0,0.0,555.0,,
Northamptonshire,Less lethal weapons,CED non-discharge,2.0,42.0,308.0,116.0,51.0,7.0,0.0,526.0,,
Northamptonshire,Less lethal weapons,CED discharge,0.0,0.0,15.0,4.0,6.0,0.0,0.0,25.0,,
Northamptonshire,Less lethal weapons,CED not stated,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,,
Northamptonshire,Less lethal weapons,"AEP, of which",0.0,1.0,10.0,0.0,2.0,0.0,0.0,13.0,Less lethal weapons,Total: AEP
Northamptonshire,Less lethal weapons,AEP drawn,0.0,1.0,10.0,0.0,2.0,0.0,0.0,13.0,,
Northamptonshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Firearms,*Total Firearms,0.0,2.0,42.0,13.0,3.0,0.0,0.0,60.0,Firearms,Total: Firearms
Northamptonshire,Other,*Total Other,7.0,80.0,460.0,201.0,54.0,8.0,0.0,810.0,Other,Total: Other
Northamptonshire,Other,"Dog use, of which",0.0,10.0,51.0,16.0,2.0,0.0,0.0,79.0,Other,Total: Dog
Northamptonshire,Other,Dog deployed,0.0,9.0,45.0,16.0,2.0,0.0,0.0,72.0,Other,Dog: deployed
Northamptonshire,Other,Dog bite,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,Other,Dog: bite
Northamptonshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northamptonshire,Other,Other / improvised,7.0,70.0,409.0,185.0,52.0,8.0,0.0,731.0,Other,Other / improvised
Northamptonshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Northamptonshire,Tactical communication,Tactical communication,11.0,287.0,1811.0,719.0,191.0,26.0,0.0,3045.0,Excluded: Tactical Communication,Tactical Communication
Northumbria,Total (excluding not reported and tactical communication),*Total Tactics,41.0,2431.0,15372.0,7520.0,1359.0,109.0,5.0,26837.0,Total,Total: all
Northumbria,Restraint,*Total Restraint,22.0,1694.0,11337.0,5531.0,1018.0,73.0,5.0,19680.0,Restraint,Total: Restraint
Northumbria,Restraint,"Handcuffing, of which",13.0,1254.0,8554.0,4402.0,883.0,63.0,4.0,15173.0,Restraint,Total: Handcuffing
Northumbria,Restraint,Compliant handcuffing,10.0,822.0,6049.0,3248.0,682.0,42.0,4.0,10857.0,Restraint,Handcuffing: compliant
Northumbria,Restraint,Non-compliant handcuffing,3.0,432.0,2505.0,1154.0,201.0,21.0,0.0,4316.0,Restraint,Handcuffing: non-compliant
Northumbria,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Restraint,Limb / Body restraints,0.0,63.0,346.0,111.0,9.0,0.0,0.0,529.0,Restraint,Limb / body restraints
Northumbria,Restraint,Ground restraint,9.0,377.0,2437.0,1018.0,126.0,10.0,1.0,3978.0,Restraint,Ground restraint
Northumbria,Unarmed skills,*Total Unarmed skills,15.0,549.0,2909.0,1391.0,254.0,29.0,0.0,5147.0,Unarmed skills,Total: unarmed skills
Northumbria,Other equipment,*Total Other equipment,0.0,73.0,473.0,281.0,23.0,0.0,0.0,850.0,Other equipment,Total: Other equipment
Northumbria,Other equipment,"Baton, of which",0.0,10.0,84.0,38.0,1.0,0.0,0.0,133.0,Other equipment,Total: Baton
Northumbria,Other equipment,Baton drawn,0.0,8.0,58.0,30.0,1.0,0.0,0.0,97.0,Other equipment,Baton: drawn
Northumbria,Other equipment,Baton used,0.0,2.0,26.0,8.0,0.0,0.0,0.0,36.0,Other equipment,Baton: used
Northumbria,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other equipment,"Irritant spray, of which",0.0,14.0,160.0,92.0,13.0,0.0,0.0,279.0,Other equipment,Total: Irritant spray
Northumbria,Other equipment,Irritant spray - drawn,0.0,6.0,80.0,42.0,6.0,0.0,0.0,134.0,Other equipment,Irritant spray: drawn
Northumbria,Other equipment,Irritant spray - used,0.0,8.0,80.0,50.0,7.0,0.0,0.0,145.0,Other equipment,Irritant spray: used
Northumbria,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other equipment,Spit and bite guard,0.0,42.0,219.0,140.0,9.0,0.0,0.0,410.0,Other equipment,Spit and bite guard
Northumbria,Other equipment,Shield,0.0,7.0,10.0,11.0,0.0,0.0,0.0,28.0,Other equipment,Shield
Northumbria,Less lethal weapons,*Total Less lethal weapons,1.0,22.0,217.0,118.0,22.0,0.0,0.0,380.0,Less lethal weapons,Total: Less lethal weapons
Northumbria,Less lethal weapons,CED of which,0.0,21.0,196.0,108.0,18.0,0.0,0.0,343.0,,
Northumbria,Less lethal weapons,CED non-discharge,0.0,20.0,169.0,87.0,16.0,0.0,0.0,292.0,,
Northumbria,Less lethal weapons,CED discharge,0.0,1.0,27.0,21.0,2.0,0.0,0.0,51.0,,
Northumbria,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Less lethal weapons,"AEP, of which",1.0,1.0,21.0,10.0,4.0,0.0,0.0,37.0,Less lethal weapons,Total: AEP
Northumbria,Less lethal weapons,AEP drawn,1.0,1.0,21.0,10.0,4.0,0.0,0.0,37.0,,
Northumbria,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Firearms,*Total Firearms,0.0,8.0,77.0,30.0,11.0,0.0,0.0,126.0,Firearms,Total: Firearms
Northumbria,Other,*Total Other,3.0,85.0,359.0,169.0,31.0,7.0,0.0,654.0,Other,Total: Other
Northumbria,Other,"Dog use, of which",0.0,12.0,73.0,28.0,6.0,0.0,0.0,119.0,Other,Total: Dog
Northumbria,Other,Dog deployed,0.0,11.0,61.0,26.0,6.0,0.0,0.0,104.0,Other,Dog: deployed
Northumbria,Other,Dog bite,0.0,1.0,12.0,2.0,0.0,0.0,0.0,15.0,Other,Dog: bite
Northumbria,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Northumbria,Other,Other / improvised,3.0,73.0,286.0,141.0,25.0,7.0,0.0,535.0,Other,Other / improvised
Northumbria,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Northumbria,Tactical communication,Tactical communication,29.0,1371.0,8745.0,4533.0,916.0,77.0,4.0,15675.0,Excluded: Tactical Communication,Tactical Communication
Nottinghamshire,Total (excluding not reported and tactical communication),*Total Tactics,19.0,903.0,5644.0,2554.0,613.0,66.0,0.0,9799.0,Total,Total: all
Nottinghamshire,Restraint,*Total Restraint,10.0,548.0,3218.0,1459.0,323.0,39.0,0.0,5597.0,Restraint,Total: Restraint
Nottinghamshire,Restraint,"Handcuffing, of which",10.0,525.0,3017.0,1374.0,305.0,38.0,0.0,5269.0,Restraint,Total: Handcuffing
Nottinghamshire,Restraint,Compliant handcuffing,6.0,325.0,1765.0,753.0,153.0,19.0,0.0,3021.0,Restraint,Handcuffing: compliant
Nottinghamshire,Restraint,Non-compliant handcuffing,4.0,200.0,1252.0,621.0,152.0,19.0,0.0,2248.0,Restraint,Handcuffing: non-compliant
Nottinghamshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Restraint,Limb / Body restraints,0.0,23.0,201.0,85.0,18.0,1.0,0.0,328.0,Restraint,Limb / body restraints
Nottinghamshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Ground restraint
Nottinghamshire,Unarmed skills,*Total Unarmed skills,5.0,212.0,1444.0,649.0,173.0,14.0,0.0,2497.0,Unarmed skills,Total: unarmed skills
Nottinghamshire,Other equipment,*Total Other equipment,0.0,22.0,223.0,96.0,17.0,3.0,0.0,361.0,Other equipment,Total: Other equipment
Nottinghamshire,Other equipment,"Baton, of which",0.0,8.0,69.0,15.0,3.0,1.0,0.0,96.0,Other equipment,Total: Baton
Nottinghamshire,Other equipment,Baton drawn,0.0,6.0,39.0,10.0,2.0,0.0,0.0,57.0,Other equipment,Baton: drawn
Nottinghamshire,Other equipment,Baton used,0.0,2.0,30.0,5.0,1.0,1.0,0.0,39.0,Other equipment,Baton: used
Nottinghamshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other equipment,"Irritant spray, of which",0.0,12.0,98.0,43.0,9.0,1.0,0.0,163.0,Other equipment,Total: Irritant spray
Nottinghamshire,Other equipment,Irritant spray - drawn,0.0,8.0,42.0,18.0,4.0,0.0,0.0,72.0,Other equipment,Irritant spray: drawn
Nottinghamshire,Other equipment,Irritant spray - used,0.0,4.0,56.0,25.0,5.0,1.0,0.0,91.0,Other equipment,Irritant spray: used
Nottinghamshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other equipment,Spit and bite guard,0.0,2.0,50.0,34.0,4.0,1.0,0.0,91.0,Other equipment,Spit and bite guard
Nottinghamshire,Other equipment,Shield,0.0,0.0,6.0,4.0,1.0,0.0,0.0,11.0,Other equipment,Shield
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,0.0,14.0,232.0,102.0,42.0,1.0,0.0,391.0,Less lethal weapons,Total: Less lethal weapons
Nottinghamshire,Less lethal weapons,CED of which,0.0,14.0,232.0,102.0,39.0,1.0,0.0,388.0,,
Nottinghamshire,Less lethal weapons,CED non-discharge,0.0,14.0,213.0,89.0,29.0,1.0,0.0,346.0,,
Nottinghamshire,Less lethal weapons,CED discharge,0.0,0.0,19.0,13.0,10.0,0.0,0.0,42.0,,
Nottinghamshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Less lethal weapons,Total: AEP
Nottinghamshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,
Nottinghamshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Firearms,*Total Firearms,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,Firearms,Total: Firearms
Nottinghamshire,Other,*Total Other,4.0,107.0,525.0,248.0,56.0,9.0,0.0,949.0,Other,Total: Other
Nottinghamshire,Other,"Dog use, of which",0.0,8.0,33.0,18.0,7.0,0.0,0.0,66.0,Other,Total: Dog
Nottinghamshire,Other,Dog deployed,0.0,4.0,19.0,9.0,5.0,0.0,0.0,37.0,Other,Dog: deployed
Nottinghamshire,Other,Dog bite,0.0,4.0,14.0,9.0,2.0,0.0,0.0,29.0,Other,Dog: bite
Nottinghamshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other,Other / improvised,4.0,99.0,492.0,230.0,49.0,9.0,0.0,883.0,Other,Other / improvised
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Nottinghamshire,Tactical communication,Tactical communication,8.0,305.0,1950.0,936.0,264.0,24.0,0.0,3487.0,Excluded: Tactical Communication,Tactical Communication
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,222.0,2141.0,14492.0,6943.0,1523.0,1497.0,0.0,26818.0,Total,Total: all
South Wales,Restraint,*Total Restraint,131.0,1418.0,9972.0,4877.0,1042.0,951.0,0.0,18391.0,Restraint,Total: Restraint
South Wales,Restraint,"Handcuffing, of which",101.0,1174.0,8139.0,4194.0,885.0,816.0,0.0,15309.0,Restraint,Total: Handcuffing
South Wales,Restraint,Compliant handcuffing,61.0,794.0,5589.0,2937.0,598.0,535.0,0.0,10514.0,Restraint,Handcuffing: compliant
South Wales,Restraint,Non-compliant handcuffing,40.0,380.0,2550.0,1257.0,287.0,281.0,0.0,4795.0,Restraint,Handcuffing: non-compliant
South Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Restraint,Limb / Body restraints,9.0,45.0,279.0,108.0,23.0,22.0,0.0,486.0,Restraint,Limb / body restraints
South Wales,Restraint,Ground restraint,21.0,199.0,1554.0,575.0,134.0,113.0,0.0,2596.0,Restraint,Ground restraint
South Wales,Unarmed skills,*Total Unarmed skills,72.0,524.0,3164.0,1452.0,345.0,359.0,0.0,5916.0,Unarmed skills,Total: unarmed skills
South Wales,Other equipment,*Total Other equipment,6.0,37.0,230.0,113.0,25.0,16.0,0.0,427.0,Other equipment,Total: Other equipment
South Wales,Other equipment,"Baton, of which",0.0,7.0,42.0,30.0,4.0,3.0,0.0,86.0,Other equipment,Total: Baton
South Wales,Other equipment,Baton drawn,0.0,4.0,30.0,15.0,4.0,2.0,0.0,55.0,Other equipment,Baton: drawn
South Wales,Other equipment,Baton used,0.0,3.0,12.0,15.0,0.0,1.0,0.0,31.0,Other equipment,Baton: used
South Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other equipment,"Irritant spray, of which",2.0,8.0,106.0,40.0,10.0,7.0,0.0,173.0,Other equipment,Total: Irritant spray
South Wales,Other equipment,Irritant spray - drawn,0.0,5.0,49.0,19.0,8.0,4.0,0.0,85.0,Other equipment,Irritant spray: drawn
South Wales,Other equipment,Irritant spray - used,2.0,3.0,57.0,21.0,2.0,3.0,0.0,88.0,Other equipment,Irritant spray: used
South Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other equipment,Spit and bite guard,4.0,22.0,76.0,41.0,11.0,6.0,0.0,160.0,Other equipment,Spit and bite guard
South Wales,Other equipment,Shield,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8.0,Other equipment,Shield
South Wales,Less lethal weapons,*Total Less lethal weapons,3.0,58.0,502.0,197.0,45.0,61.0,0.0,866.0,Less lethal weapons,Total: Less lethal weapons
South Wales,Less lethal weapons,CED of which,1.0,57.0,439.0,176.0,43.0,48.0,0.0,764.0,,
South Wales,Less lethal weapons,CED non-discharge,1.0,40.0,289.0,125.0,20.0,33.0,0.0,508.0,,
South Wales,Less lethal weapons,CED discharge,0.0,2.0,44.0,19.0,12.0,2.0,0.0,79.0,,
South Wales,Less lethal weapons,CED not stated,0.0,15.0,106.0,32.0,11.0,13.0,0.0,177.0,,
South Wales,Less lethal weapons,"AEP, of which",2.0,1.0,63.0,21.0,2.0,13.0,0.0,102.0,Less lethal weapons,Total: AEP
South Wales,Less lethal weapons,AEP drawn,2.0,1.0,61.0,21.0,2.0,13.0,0.0,100.0,,
South Wales,Less lethal weapons,AEP used,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
South Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Firearms,*Total Firearms,0.0,8.0,63.0,39.0,15.0,16.0,0.0,141.0,Firearms,Total: Firearms
South Wales,Other,*Total Other,10.0,96.0,561.0,265.0,51.0,94.0,0.0,1077.0,Other,Total: Other
South Wales,Other,"Dog use, of which",0.0,19.0,45.0,16.0,4.0,3.0,0.0,87.0,Other,Total: Dog
South Wales,Other,Dog deployed,0.0,19.0,39.0,15.0,4.0,3.0,0.0,80.0,Other,Dog: deployed
South Wales,Other,Dog bite,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,Other,Dog: bite
South Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other,Other / improvised,10.0,77.0,516.0,249.0,47.0,91.0,0.0,990.0,Other,Other / improvised
South Wales,Not reported,*Total Not reported,2.0,1.0,10.0,3.0,2.0,2.0,0.0,20.0,Not reported,Total: Not reported
South Wales,Tactical communication,Tactical communication,81.0,838.0,5807.0,2963.0,605.0,493.0,0.0,10787.0,Excluded: Tactical Communication,Tactical Communication
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,4.0,693.0,7679.0,3292.0,572.0,57.0,0.0,12297.0,Total,Total: all
South Yorkshire,Restraint,*Total Restraint,0.0,308.0,3487.0,1518.0,244.0,25.0,0.0,5582.0,Restraint,Total: Restraint
South Yorkshire,Restraint,"Handcuffing, of which",0.0,223.0,2269.0,1043.0,190.0,20.0,0.0,3745.0,Restraint,Total: Handcuffing
South Yorkshire,Restraint,Compliant handcuffing,0.0,71.0,841.0,401.0,61.0,7.0,0.0,1381.0,Restraint,Handcuffing: compliant
South Yorkshire,Restraint,Non-compliant handcuffing,0.0,152.0,1428.0,642.0,129.0,13.0,0.0,2364.0,Restraint,Handcuffing: non-compliant
South Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Restraint,Limb / Body restraints,0.0,25.0,278.0,106.0,15.0,3.0,0.0,427.0,Restraint,Limb / body restraints
South Yorkshire,Restraint,Ground restraint,0.0,60.0,940.0,369.0,39.0,2.0,0.0,1410.0,Restraint,Ground restraint
South Yorkshire,Unarmed skills,*Total Unarmed skills,2.0,319.0,2922.0,1238.0,249.0,26.0,0.0,4756.0,Unarmed skills,Total: unarmed skills
South Yorkshire,Other equipment,*Total Other equipment,1.0,20.0,535.0,224.0,27.0,3.0,0.0,810.0,Other equipment,Total: Other equipment
South Yorkshire,Other equipment,"Baton, of which",0.0,1.0,147.0,29.0,10.0,0.0,0.0,187.0,Other equipment,Total: Baton
South Yorkshire,Other equipment,Baton drawn,0.0,1.0,88.0,20.0,5.0,0.0,0.0,114.0,Other equipment,Baton: drawn
South Yorkshire,Other equipment,Baton used,0.0,0.0,59.0,9.0,5.0,0.0,0.0,73.0,Other equipment,Baton: used
South Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other equipment,"Irritant spray, of which",1.0,15.0,303.0,147.0,13.0,1.0,0.0,480.0,Other equipment,Total: Irritant spray
South Yorkshire,Other equipment,Irritant spray - drawn,0.0,2.0,99.0,52.0,6.0,1.0,0.0,160.0,Other equipment,Irritant spray: drawn
South Yorkshire,Other equipment,Irritant spray - used,1.0,13.0,204.0,95.0,7.0,0.0,0.0,320.0,Other equipment,Irritant spray: used
South Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other equipment,Spit and bite guard,0.0,4.0,79.0,44.0,4.0,2.0,0.0,133.0,Other equipment,Spit and bite guard
South Yorkshire,Other equipment,Shield,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,Other equipment,Shield
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,1.0,24.0,355.0,161.0,31.0,0.0,0.0,572.0,Less lethal weapons,Total: Less lethal weapons
South Yorkshire,Less lethal weapons,CED of which,1.0,24.0,348.0,158.0,31.0,0.0,0.0,562.0,,
South Yorkshire,Less lethal weapons,CED non-discharge,1.0,22.0,298.0,128.0,27.0,0.0,0.0,476.0,,
South Yorkshire,Less lethal weapons,CED discharge,0.0,2.0,50.0,30.0,4.0,0.0,0.0,86.0,,
South Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Less lethal weapons,"AEP, of which",0.0,0.0,7.0,3.0,0.0,0.0,0.0,10.0,Less lethal weapons,Total: AEP
South Yorkshire,Less lethal weapons,AEP drawn,0.0,0.0,7.0,3.0,0.0,0.0,0.0,10.0,,
South Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Firearms,*Total Firearms,0.0,0.0,35.0,23.0,0.0,0.0,0.0,58.0,Firearms,Total: Firearms
South Yorkshire,Other,*Total Other,0.0,22.0,345.0,128.0,21.0,3.0,0.0,519.0,Other,Total: Other
South Yorkshire,Other,"Dog use, of which",0.0,7.0,81.0,17.0,7.0,0.0,0.0,112.0,Other,Total: Dog
South Yorkshire,Other,Dog deployed,0.0,4.0,57.0,13.0,4.0,0.0,0.0,78.0,Other,Dog: deployed
South Yorkshire,Other,Dog bite,0.0,3.0,24.0,4.0,3.0,0.0,0.0,34.0,Other,Dog: bite
South Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other,Other / improvised,0.0,15.0,264.0,111.0,14.0,3.0,0.0,407.0,Other,Other / improvised
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
South Yorkshire,Tactical communication,Tactical communication,2.0,281.0,2761.0,1207.0,233.0,23.0,0.0,4507.0,Excluded: Tactical Communication,Tactical Communication
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,15.0,494.0,3136.0,1347.0,351.0,20.0,1988.0,7351.0,Total,Total: all
Staffordshire,Restraint,*Total Restraint,7.0,210.0,1377.0,567.0,141.0,7.0,752.0,3061.0,Restraint,Total: Restraint
Staffordshire,Restraint,"Handcuffing, of which",6.0,144.0,880.0,392.0,105.0,6.0,519.0,2052.0,Restraint,Total: Handcuffing
Staffordshire,Restraint,Compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: compliant
Staffordshire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:,:,Restraint,Handcuffing: non-compliant
Staffordshire,Restraint,Handcuffing not stated,6.0,144.0,880.0,392.0,105.0,6.0,519.0,2052.0,,
Staffordshire,Restraint,Limb / Body restraints,0.0,15.0,96.0,28.0,13.0,0.0,51.0,203.0,Restraint,Limb / body restraints
Staffordshire,Restraint,Ground restraint,1.0,51.0,401.0,147.0,23.0,1.0,182.0,806.0,Restraint,Ground restraint
Staffordshire,Unarmed skills,*Total Unarmed skills,8.0,240.0,1326.0,584.0,157.0,11.0,1001.0,3327.0,Unarmed skills,Total: unarmed skills
Staffordshire,Other equipment,*Total Other equipment,0.0,21.0,271.0,124.0,24.0,0.0,151.0,591.0,Other equipment,Total: Other equipment
Staffordshire,Other equipment,"Baton, of which",0.0,1.0,38.0,12.0,0.0,0.0,18.0,69.0,Other equipment,Total: Baton
Staffordshire,Other equipment,Baton drawn,0.0,1.0,20.0,7.0,0.0,0.0,9.0,37.0,Other equipment,Baton: drawn
Staffordshire,Other equipment,Baton used,0.0,0.0,18.0,5.0,0.0,0.0,9.0,32.0,Other equipment,Baton: used
Staffordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other equipment,"Irritant spray, of which",0.0,18.0,190.0,91.0,18.0,0.0,115.0,432.0,Other equipment,Total: Irritant spray
Staffordshire,Other equipment,Irritant spray - drawn,0.0,12.0,85.0,37.0,7.0,0.0,63.0,204.0,Other equipment,Irritant spray: drawn
Staffordshire,Other equipment,Irritant spray - used,0.0,6.0,105.0,54.0,11.0,0.0,52.0,228.0,Other equipment,Irritant spray: used
Staffordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other equipment,Spit and bite guard,0.0,2.0,41.0,21.0,5.0,0.0,16.0,85.0,Other equipment,Spit and bite guard
Staffordshire,Other equipment,Shield,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,Other equipment,Shield
Staffordshire,Less lethal weapons,*Total Less lethal weapons,0.0,4.0,85.0,32.0,20.0,1.0,49.0,191.0,Less lethal weapons,Total: Less lethal weapons
Staffordshire,Less lethal weapons,CED of which,0.0,3.0,79.0,29.0,19.0,1.0,42.0,173.0,,
Staffordshire,Less lethal weapons,CED non-discharge,0.0,3.0,66.0,26.0,18.0,1.0,39.0,153.0,,
Staffordshire,Less lethal weapons,CED discharge,0.0,0.0,13.0,3.0,1.0,0.0,2.0,19.0,,
Staffordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
Staffordshire,Less lethal weapons,"AEP, of which",0.0,1.0,6.0,3.0,1.0,0.0,7.0,18.0,Less lethal weapons,Total: AEP
Staffordshire,Less lethal weapons,AEP drawn,0.0,1.0,5.0,3.0,1.0,0.0,5.0,15.0,,
Staffordshire,Less lethal weapons,AEP used,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,,
Staffordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Firearms,*Total Firearms,0.0,0.0,12.0,7.0,3.0,0.0,6.0,28.0,Firearms,Total: Firearms
Staffordshire,Other,*Total Other,0.0,19.0,65.0,33.0,6.0,1.0,29.0,153.0,Other,Total: Other
Staffordshire,Other,"Dog use, of which",0.0,8.0,34.0,11.0,1.0,0.0,9.0,63.0,Other,Total: Dog
Staffordshire,Other,Dog deployed,0.0,6.0,26.0,11.0,1.0,0.0,5.0,49.0,Other,Dog: deployed
Staffordshire,Other,Dog bite,0.0,2.0,8.0,0.0,0.0,0.0,4.0,14.0,Other,Dog: bite
Staffordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other,Other / improvised,0.0,11.0,31.0,22.0,5.0,1.0,20.0,90.0,Other,Other / improvised
Staffordshire,Not reported,*Total Not reported,0.0,2.0,7.0,1.0,2.0,0.0,2.0,14.0,Not reported,Total: Not reported
Staffordshire,Tactical communication,Tactical communication,8.0,207.0,1160.0,510.0,139.0,9.0,661.0,2694.0,Excluded: Tactical Communication,Tactical Communication
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,3.0,637.0,3215.0,1412.0,291.0,31.0,102.0,5691.0,Total,Total: all
Suffolk,Restraint,*Total Restraint,0.0,360.0,1760.0,801.0,176.0,14.0,41.0,3152.0,Restraint,Total: Restraint
Suffolk,Restraint,"Handcuffing, of which",0.0,285.0,1442.0,690.0,152.0,13.0,35.0,2617.0,Restraint,Total: Handcuffing
Suffolk,Restraint,Compliant handcuffing,0.0,143.0,766.0,393.0,82.0,2.0,19.0,1405.0,Restraint,Handcuffing: compliant
Suffolk,Restraint,Non-compliant handcuffing,0.0,142.0,676.0,297.0,70.0,11.0,16.0,1212.0,Restraint,Handcuffing: non-compliant
Suffolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Restraint,Limb / Body restraints,0.0,23.0,117.0,35.0,8.0,1.0,2.0,186.0,Restraint,Limb / body restraints
Suffolk,Restraint,Ground restraint,0.0,52.0,201.0,76.0,16.0,0.0,4.0,349.0,Restraint,Ground restraint
Suffolk,Unarmed skills,*Total Unarmed skills,1.0,106.0,476.0,214.0,33.0,6.0,13.0,849.0,Unarmed skills,Total: unarmed skills
