Tactic,Police Force,Force type - Output,Tactic - Output,ethnicity,count
"Dog use, of which",Sussex,Other,Total: Dog,White,44.0
Dog deployed,Sussex,Other,Dog: deployed,White,40.0
Dog bite,Sussex,Other,Dog: bite,White,4.0
Dog not stated,Sussex,,,White,0.0
Other / improvised,Sussex,Other,Other / improvised,White,517.0
*Total Not reported,Sussex,Not reported,Total: Not reported,White,0.0
Tactical communication,Sussex,Excluded: Tactical Communication,Tactical Communication,White,7830.0
*Total Tactics,Thames Valley,Total,Total: all,White,21225.0
*Total Restraint,Thames Valley,Restraint,Total: Restraint,White,12820.0
"Handcuffing, of which",Thames Valley,Restraint,Total: Handcuffing,White,8137.0
Compliant handcuffing,Thames Valley,Restraint,Handcuffing: compliant,White,5278.0
Non-compliant handcuffing,Thames Valley,Restraint,Handcuffing: non-compliant,White,2842.0
Handcuffing not stated,Thames Valley,,,White,17.0
Limb / Body restraints,Thames Valley,Restraint,Limb / body restraints,White,820.0
Ground restraint,Thames Valley,Restraint,Ground restraint,White,3863.0
*Total Unarmed skills,Thames Valley,Unarmed skills,Total: unarmed skills,White,5481.0
*Total Other equipment,Thames Valley,Other equipment,Total: Other equipment,White,994.0
"Baton, of which",Thames Valley,Other equipment,Total: Baton,White,173.0
Baton drawn,Thames Valley,Other equipment,Baton: drawn,White,:
Baton used,Thames Valley,Other equipment,Baton: used,White,:
Baton not stated,Thames Valley,,,White,173.0
"Irritant spray, of which",Thames Valley,Other equipment,Total: Irritant spray,White,566.0
Irritant spray - drawn,Thames Valley,Other equipment,Irritant spray: drawn,White,152.0
Irritant spray - used,Thames Valley,Other equipment,Irritant spray: used,White,360.0
Irritant spray not stated,Thames Valley,,,White,54.0
Spit and bite guard,Thames Valley,Other equipment,Spit and bite guard,White,238.0
Shield,Thames Valley,Other equipment,Shield,White,17.0
*Total Less lethal weapons,Thames Valley,Less lethal weapons,Total: Less lethal weapons,White,743.0
CED of which,Thames Valley,,,White,740.0
CED non-discharge,Thames Valley,,,White,601.0
CED discharge,Thames Valley,,,White,104.0
CED not stated,Thames Valley,,,White,35.0
"AEP, of which",Thames Valley,Less lethal weapons,Total: AEP,White,3.0
AEP drawn,Thames Valley,,,White,1.0
AEP used,Thames Valley,,,White,0.0
AEP not stated,Thames Valley,,,White,2.0
*Total Firearms,Thames Valley,Firearms,Total: Firearms,White,27.0
*Total Other,Thames Valley,Other,Total: Other,White,1160.0
"Dog use, of which",Thames Valley,Other,Total: Dog,White,62.0
Dog deployed,Thames Valley,Other,Dog: deployed,White,:
Dog bite,Thames Valley,Other,Dog: bite,White,:
Dog not stated,Thames Valley,,,White,62.0
Other / improvised,Thames Valley,Other,Other / improvised,White,1098.0
*Total Not reported,Thames Valley,Not reported,Total: Not reported,White,0.0
Tactical communication,Thames Valley,Excluded: Tactical Communication,Tactical Communication,White,1161.0
*Total Tactics,Warwickshire,Total,Total: all,White,2428.0
*Total Restraint,Warwickshire,Restraint,Total: Restraint,White,1397.0
"Handcuffing, of which",Warwickshire,Restraint,Total: Handcuffing,White,1047.0
Compliant handcuffing,Warwickshire,Restraint,Handcuffing: compliant,White,480.0
Non-compliant handcuffing,Warwickshire,Restraint,Handcuffing: non-compliant,White,567.0
Handcuffing not stated,Warwickshire,,,White,0.0
Limb / Body restraints,Warwickshire,Restraint,Limb / body restraints,White,42.0
Ground restraint,Warwickshire,Restraint,Ground restraint,White,308.0
*Total Unarmed skills,Warwickshire,Unarmed skills,Total: unarmed skills,White,495.0
*Total Other equipment,Warwickshire,Other equipment,Total: Other equipment,White,136.0
"Baton, of which",Warwickshire,Other equipment,Total: Baton,White,14.0
Baton drawn,Warwickshire,Other equipment,Baton: drawn,White,6.0
Baton used,Warwickshire,Other equipment,Baton: used,White,8.0
Baton not stated,Warwickshire,,,White,0.0
"Irritant spray, of which",Warwickshire,Other equipment,Total: Irritant spray,White,86.0
Irritant spray - drawn,Warwickshire,Other equipment,Irritant spray: drawn,White,35.0
Irritant spray - used,Warwickshire,Other equipment,Irritant spray: used,White,51.0
Irritant spray not stated,Warwickshire,,,White,0.0
Spit and bite guard,Warwickshire,Other equipment,Spit and bite guard,White,35.0
Shield,Warwickshire,Other equipment,Shield,White,1.0
*Total Less lethal weapons,Warwickshire,Less lethal weapons,Total: Less lethal weapons,White,2.0
CED of which,Warwickshire,,,White,:
CED non-discharge,Warwickshire,,,White,:
CED discharge,Warwickshire,,,White,:
CED not stated,Warwickshire,,,White,:
"AEP, of which",Warwickshire,Less lethal weapons,Total: AEP,White,2.0
AEP drawn,Warwickshire,,,White,1.0
AEP used,Warwickshire,,,White,1.0
AEP not stated,Warwickshire,,,White,0.0
*Total Firearms,Warwickshire,Firearms,Total: Firearms,White,68.0
*Total Other,Warwickshire,Other,Total: Other,White,330.0
"Dog use, of which",Warwickshire,Other,Total: Dog,White,37.0
Dog deployed,Warwickshire,Other,Dog: deployed,White,35.0
Dog bite,Warwickshire,Other,Dog: bite,White,2.0
Dog not stated,Warwickshire,,,White,0.0
Other / improvised,Warwickshire,Other,Other / improvised,White,293.0
*Total Not reported,Warwickshire,Not reported,Total: Not reported,White,58.0
Tactical communication,Warwickshire,Excluded: Tactical Communication,Tactical Communication,White,521.0
*Total Tactics,West Mercia,Total,Total: all,White,13327.0
*Total Restraint,West Mercia,Restraint,Total: Restraint,White,7363.0
"Handcuffing, of which",West Mercia,Restraint,Total: Handcuffing,White,5031.0
Compliant handcuffing,West Mercia,Restraint,Handcuffing: compliant,White,2407.0
Non-compliant handcuffing,West Mercia,Restraint,Handcuffing: non-compliant,White,2624.0
Handcuffing not stated,West Mercia,,,White,0.0
Limb / Body restraints,West Mercia,Restraint,Limb / body restraints,White,232.0
Ground restraint,West Mercia,Restraint,Ground restraint,White,2100.0
*Total Unarmed skills,West Mercia,Unarmed skills,Total: unarmed skills,White,3160.0
*Total Other equipment,West Mercia,Other equipment,Total: Other equipment,White,734.0
"Baton, of which",West Mercia,Other equipment,Total: Baton,White,128.0
Baton drawn,West Mercia,Other equipment,Baton: drawn,White,67.0
Baton used,West Mercia,Other equipment,Baton: used,White,61.0
Baton not stated,West Mercia,,,White,0.0
"Irritant spray, of which",West Mercia,Other equipment,Total: Irritant spray,White,436.0
Irritant spray - drawn,West Mercia,Other equipment,Irritant spray: drawn,White,220.0
Irritant spray - used,West Mercia,Other equipment,Irritant spray: used,White,216.0
Irritant spray not stated,West Mercia,,,White,0.0
Spit and bite guard,West Mercia,Other equipment,Spit and bite guard,White,138.0
Shield,West Mercia,Other equipment,Shield,White,32.0
*Total Less lethal weapons,West Mercia,Less lethal weapons,Total: Less lethal weapons,White,7.0
CED of which,West Mercia,,,White,:
CED non-discharge,West Mercia,,,White,:
CED discharge,West Mercia,,,White,:
CED not stated,West Mercia,,,White,:
"AEP, of which",West Mercia,Less lethal weapons,Total: AEP,White,7.0
AEP drawn,West Mercia,,,White,6.0
AEP used,West Mercia,,,White,1.0
AEP not stated,West Mercia,,,White,0.0
*Total Firearms,West Mercia,Firearms,Total: Firearms,White,168.0
*Total Other,West Mercia,Other,Total: Other,White,1895.0
"Dog use, of which",West Mercia,Other,Total: Dog,White,214.0
Dog deployed,West Mercia,Other,Dog: deployed,White,199.0
Dog bite,West Mercia,Other,Dog: bite,White,15.0
Dog not stated,West Mercia,,,White,0.0
Other / improvised,West Mercia,Other,Other / improvised,White,1681.0
*Total Not reported,West Mercia,Not reported,Total: Not reported,White,155.0
Tactical communication,West Mercia,Excluded: Tactical Communication,Tactical Communication,White,3089.0
*Total Tactics,West Midlands,Total,Total: all,White,10868.0
*Total Restraint,West Midlands,Restraint,Total: Restraint,White,4395.0
"Handcuffing, of which",West Midlands,Restraint,Total: Handcuffing,White,2505.0
Compliant handcuffing,West Midlands,Restraint,Handcuffing: compliant,White,489.0
Non-compliant handcuffing,West Midlands,Restraint,Handcuffing: non-compliant,White,2016.0
Handcuffing not stated,West Midlands,,,White,0.0
Limb / Body restraints,West Midlands,Restraint,Limb / body restraints,White,583.0
Ground restraint,West Midlands,Restraint,Ground restraint,White,1307.0
*Total Unarmed skills,West Midlands,Unarmed skills,Total: unarmed skills,White,3613.0
*Total Other equipment,West Midlands,Other equipment,Total: Other equipment,White,892.0
"Baton, of which",West Midlands,Other equipment,Total: Baton,White,121.0
Baton drawn,West Midlands,Other equipment,Baton: drawn,White,:
Baton used,West Midlands,Other equipment,Baton: used,White,:
Baton not stated,West Midlands,,,White,121.0
"Irritant spray, of which",West Midlands,Other equipment,Total: Irritant spray,White,535.0
Irritant spray - drawn,West Midlands,Other equipment,Irritant spray: drawn,White,:
Irritant spray - used,West Midlands,Other equipment,Irritant spray: used,White,:
Irritant spray not stated,West Midlands,,,White,535.0
Spit and bite guard,West Midlands,Other equipment,Spit and bite guard,White,224.0
Shield,West Midlands,Other equipment,Shield,White,12.0
*Total Less lethal weapons,West Midlands,Less lethal weapons,Total: Less lethal weapons,White,1352.0
CED of which,West Midlands,,,White,1344.0
CED non-discharge,West Midlands,,,White,1158.0
CED discharge,West Midlands,,,White,186.0
CED not stated,West Midlands,,,White,0.0
"AEP, of which",West Midlands,Less lethal weapons,Total: AEP,White,8.0
AEP drawn,West Midlands,,,White,6.0
AEP used,West Midlands,,,White,2.0
AEP not stated,West Midlands,,,White,0.0
*Total Firearms,West Midlands,Firearms,Total: Firearms,White,205.0
*Total Other,West Midlands,Other,Total: Other,White,411.0
"Dog use, of which",West Midlands,Other,Total: Dog,White,61.0
Dog deployed,West Midlands,Other,Dog: deployed,White,:
Dog bite,West Midlands,Other,Dog: bite,White,:
Dog not stated,West Midlands,,,White,61.0
Other / improvised,West Midlands,Other,Other / improvised,White,350.0
*Total Not reported,West Midlands,Not reported,Total: Not reported,White,0.0
Tactical communication,West Midlands,Excluded: Tactical Communication,Tactical Communication,White,0.0
*Total Tactics,West Yorkshire,Total,Total: all,White,18620.0
*Total Restraint,West Yorkshire,Restraint,Total: Restraint,White,10741.0
"Handcuffing, of which",West Yorkshire,Restraint,Total: Handcuffing,White,9606.0
Compliant handcuffing,West Yorkshire,Restraint,Handcuffing: compliant,White,5937.0
Non-compliant handcuffing,West Yorkshire,Restraint,Handcuffing: non-compliant,White,3669.0
Handcuffing not stated,West Yorkshire,,,White,0.0
Limb / Body restraints,West Yorkshire,Restraint,Limb / body restraints,White,523.0
Ground restraint,West Yorkshire,Restraint,Ground restraint,White,612.0
*Total Unarmed skills,West Yorkshire,Unarmed skills,Total: unarmed skills,White,5499.0
*Total Other equipment,West Yorkshire,Other equipment,Total: Other equipment,White,1354.0
"Baton, of which",West Yorkshire,Other equipment,Total: Baton,White,124.0
Baton drawn,West Yorkshire,Other equipment,Baton: drawn,White,70.0
Baton used,West Yorkshire,Other equipment,Baton: used,White,54.0
Baton not stated,West Yorkshire,,,White,0.0
"Irritant spray, of which",West Yorkshire,Other equipment,Total: Irritant spray,White,967.0
Irritant spray - drawn,West Yorkshire,Other equipment,Irritant spray: drawn,White,352.0
Irritant spray - used,West Yorkshire,Other equipment,Irritant spray: used,White,615.0
Irritant spray not stated,West Yorkshire,,,White,0.0
Spit and bite guard,West Yorkshire,Other equipment,Spit and bite guard,White,251.0
Shield,West Yorkshire,Other equipment,Shield,White,12.0
*Total Less lethal weapons,West Yorkshire,Less lethal weapons,Total: Less lethal weapons,White,654.0
CED of which,West Yorkshire,,,White,636.0
CED non-discharge,West Yorkshire,,,White,570.0
CED discharge,West Yorkshire,,,White,66.0
CED not stated,West Yorkshire,,,White,0.0
"AEP, of which",West Yorkshire,Less lethal weapons,Total: AEP,White,18.0
AEP drawn,West Yorkshire,,,White,18.0
AEP used,West Yorkshire,,,White,0.0
AEP not stated,West Yorkshire,,,White,0.0
*Total Firearms,West Yorkshire,Firearms,Total: Firearms,White,103.0
*Total Other,West Yorkshire,Other,Total: Other,White,269.0
"Dog use, of which",West Yorkshire,Other,Total: Dog,White,35.0
Dog deployed,West Yorkshire,Other,Dog: deployed,White,23.0
Dog bite,West Yorkshire,Other,Dog: bite,White,12.0
Dog not stated,West Yorkshire,,,White,0.0
Other / improvised,West Yorkshire,Other,Other / improvised,White,234.0
*Total Not reported,West Yorkshire,Not reported,Total: Not reported,White,0.0
Tactical communication,West Yorkshire,Excluded: Tactical Communication,Tactical Communication,White,8935.0
*Total Tactics,Wiltshire,Total,Total: all,White,2402.0
*Total Restraint,Wiltshire,Restraint,Total: Restraint,White,1919.0
"Handcuffing, of which",Wiltshire,Restraint,Total: Handcuffing,White,1780.0
Compliant handcuffing,Wiltshire,Restraint,Handcuffing: compliant,White,721.0
Non-compliant handcuffing,Wiltshire,Restraint,Handcuffing: non-compliant,White,1059.0
Handcuffing not stated,Wiltshire,,,White,0.0
Limb / Body restraints,Wiltshire,Restraint,Limb / body restraints,White,139.0
Ground restraint,Wiltshire,Restraint,Ground restraint,White,0.0
*Total Unarmed skills,Wiltshire,Unarmed skills,Total: unarmed skills,White,86.0
*Total Other equipment,Wiltshire,Other equipment,Total: Other equipment,White,146.0
"Baton, of which",Wiltshire,Other equipment,Total: Baton,White,17.0
Baton drawn,Wiltshire,Other equipment,Baton: drawn,White,12.0
Baton used,Wiltshire,Other equipment,Baton: used,White,5.0
Baton not stated,Wiltshire,,,White,0.0
"Irritant spray, of which",Wiltshire,Other equipment,Total: Irritant spray,White,58.0
Irritant spray - drawn,Wiltshire,Other equipment,Irritant spray: drawn,White,54.0
Irritant spray - used,Wiltshire,Other equipment,Irritant spray: used,White,4.0
Irritant spray not stated,Wiltshire,,,White,0.0
Spit and bite guard,Wiltshire,Other equipment,Spit and bite guard,White,71.0
Shield,Wiltshire,Other equipment,Shield,White,0.0
*Total Less lethal weapons,Wiltshire,Less lethal weapons,Total: Less lethal weapons,White,182.0
CED of which,Wiltshire,,,White,182.0
CED non-discharge,Wiltshire,,,White,158.0
CED discharge,Wiltshire,,,White,24.0
CED not stated,Wiltshire,,,White,0.0
"AEP, of which",Wiltshire,Less lethal weapons,Total: AEP,White,0.0
AEP drawn,Wiltshire,,,White,0.0
AEP used,Wiltshire,,,White,0.0
AEP not stated,Wiltshire,,,White,0.0
*Total Firearms,Wiltshire,Firearms,Total: Firearms,White,1.0
*Total Other,Wiltshire,Other,Total: Other,White,68.0
"Dog use, of which",Wiltshire,Other,Total: Dog,White,3.0
Dog deployed,Wiltshire,Other,Dog: deployed,White,2.0
Dog bite,Wiltshire,Other,Dog: bite,White,1.0
Dog not stated,Wiltshire,,,White,0.0
Other / improvised,Wiltshire,Other,Other / improvised,White,65.0
*Total Not reported,Wiltshire,Not reported,Total: Not reported,White,0.0
Tactical communication,Wiltshire,Excluded: Tactical Communication,Tactical Communication,White,321.0
*Total Tactics,Avon & Somerset,Total,Total: all,Black (or Black British),954.0
*Total Restraint,Avon & Somerset,Restraint,Total: Restraint,Black (or Black British),433.0
"Handcuffing, of which",Avon & Somerset,Restraint,Total: Handcuffing,Black (or Black British),351.0
Compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: compliant,Black (or Black British),:
Non-compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: non-compliant,Black (or Black British),:
Handcuffing not stated,Avon & Somerset,,,Black (or Black British),351.0
Limb / Body restraints,Avon & Somerset,Restraint,Limb / body restraints,Black (or Black British),25.0
Ground restraint,Avon & Somerset,Restraint,Ground restraint,Black (or Black British),57.0
*Total Unarmed skills,Avon & Somerset,Unarmed skills,Total: unarmed skills,Black (or Black British),337.0
*Total Other equipment,Avon & Somerset,Other equipment,Total: Other equipment,Black (or Black British),56.0
"Baton, of which",Avon & Somerset,Other equipment,Total: Baton,Black (or Black British),5.0
Baton drawn,Avon & Somerset,Other equipment,Baton: drawn,Black (or Black British),:
Baton used,Avon & Somerset,Other equipment,Baton: used,Black (or Black British),:
Baton not stated,Avon & Somerset,,,Black (or Black British),5.0
"Irritant spray, of which",Avon & Somerset,Other equipment,Total: Irritant spray,Black (or Black British),43.0
