Police Force,Type of force,Tactic,White,Black (or Black British),Asian (or Asian British),Mixed,Other,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Nottinghamshire,Less lethal weapons,*Total Less lethal weapons,299.0,48.0,15.0,26.0,3.0,0.0,391.0,Less lethal weapons,Total: Less lethal weapons
Nottinghamshire,Less lethal weapons,CED of which,297.0,47.0,15.0,26.0,3.0,0.0,388.0,,
Nottinghamshire,Less lethal weapons,CED non-discharge,267.0,41.0,13.0,23.0,2.0,0.0,346.0,,
Nottinghamshire,Less lethal weapons,CED discharge,30.0,6.0,2.0,3.0,1.0,0.0,42.0,,
Nottinghamshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Less lethal weapons,"AEP, of which",2.0,1.0,0.0,0.0,0.0,0.0,3.0,Less lethal weapons,Total: AEP
Nottinghamshire,Less lethal weapons,AEP drawn,2.0,1.0,0.0,0.0,0.0,0.0,3.0,,
Nottinghamshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Firearms,*Total Firearms,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Firearms,Total: Firearms
Nottinghamshire,Other,*Total Other,749.0,104.0,46.0,38.0,12.0,0.0,949.0,Other,Total: Other
Nottinghamshire,Other,"Dog use, of which",51.0,14.0,0.0,1.0,0.0,0.0,66.0,Other,Total: Dog
Nottinghamshire,Other,Dog deployed,29.0,7.0,0.0,1.0,0.0,0.0,37.0,Other,Dog: deployed
Nottinghamshire,Other,Dog bite,22.0,7.0,0.0,0.0,0.0,0.0,29.0,Other,Dog: bite
Nottinghamshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nottinghamshire,Other,Other / improvised,698.0,90.0,46.0,37.0,12.0,0.0,883.0,Other,Other / improvised
Nottinghamshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Nottinghamshire,Tactical communication,Tactical communication,2770.0,401.0,137.0,122.0,57.0,0.0,3487.0,Excluded: Tactical Communication,Tactical Communication
South Wales,Total (excluding not reported and tactical communication),*Total Tactics,23271.0,1611.0,889.0,677.0,213.0,157.0,26818.0,Total,Total: all
South Wales,Restraint,*Total Restraint,15953.0,1081.0,636.0,468.0,158.0,95.0,18391.0,Restraint,Total: Restraint
South Wales,Restraint,"Handcuffing, of which",13215.0,909.0,576.0,375.0,149.0,85.0,15309.0,Restraint,Total: Handcuffing
South Wales,Restraint,Compliant handcuffing,8982.0,620.0,480.0,258.0,118.0,56.0,10514.0,Restraint,Handcuffing: compliant
South Wales,Restraint,Non-compliant handcuffing,4233.0,289.0,96.0,117.0,31.0,29.0,4795.0,Restraint,Handcuffing: non-compliant
South Wales,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Restraint,Limb / Body restraints,445.0,20.0,5.0,12.0,1.0,3.0,486.0,Restraint,Limb / body restraints
South Wales,Restraint,Ground restraint,2293.0,152.0,55.0,81.0,8.0,7.0,2596.0,Restraint,Ground restraint
South Wales,Unarmed skills,*Total Unarmed skills,5217.0,326.0,155.0,143.0,35.0,40.0,5916.0,Unarmed skills,Total: unarmed skills
South Wales,Other equipment,*Total Other equipment,395.0,14.0,12.0,5.0,0.0,1.0,427.0,Other equipment,Total: Other equipment
South Wales,Other equipment,"Baton, of which",79.0,4.0,3.0,0.0,0.0,0.0,86.0,Other equipment,Total: Baton
South Wales,Other equipment,Baton drawn,49.0,3.0,3.0,0.0,0.0,0.0,55.0,Other equipment,Baton: drawn
South Wales,Other equipment,Baton used,30.0,1.0,0.0,0.0,0.0,0.0,31.0,Other equipment,Baton: used
South Wales,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other equipment,"Irritant spray, of which",158.0,5.0,5.0,4.0,0.0,1.0,173.0,Other equipment,Total: Irritant spray
South Wales,Other equipment,Irritant spray - drawn,83.0,1.0,1.0,0.0,0.0,0.0,85.0,Other equipment,Irritant spray: drawn
South Wales,Other equipment,Irritant spray - used,75.0,4.0,4.0,4.0,0.0,1.0,88.0,Other equipment,Irritant spray: used
South Wales,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other equipment,Spit and bite guard,150.0,5.0,4.0,1.0,0.0,0.0,160.0,Other equipment,Spit and bite guard
South Wales,Other equipment,Shield,8.0,0.0,0.0,0.0,0.0,0.0,8.0,Other equipment,Shield
South Wales,Less lethal weapons,*Total Less lethal weapons,703.0,82.0,30.0,33.0,11.0,7.0,866.0,Less lethal weapons,Total: Less lethal weapons
South Wales,Less lethal weapons,CED of which,631.0,61.0,23.0,31.0,11.0,7.0,764.0,,
South Wales,Less lethal weapons,CED non-discharge,426.0,39.0,12.0,23.0,7.0,1.0,508.0,,
South Wales,Less lethal weapons,CED discharge,65.0,8.0,3.0,2.0,1.0,0.0,79.0,,
South Wales,Less lethal weapons,CED not stated,140.0,14.0,8.0,6.0,3.0,6.0,177.0,,
South Wales,Less lethal weapons,"AEP, of which",72.0,21.0,7.0,2.0,0.0,0.0,102.0,Less lethal weapons,Total: AEP
South Wales,Less lethal weapons,AEP drawn,72.0,19.0,7.0,2.0,0.0,0.0,100.0,,
South Wales,Less lethal weapons,AEP used,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
South Wales,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Firearms,*Total Firearms,110.0,15.0,8.0,5.0,2.0,1.0,141.0,Firearms,Total: Firearms
South Wales,Other,*Total Other,893.0,93.0,48.0,23.0,7.0,13.0,1077.0,Other,Total: Other
South Wales,Other,"Dog use, of which",67.0,4.0,10.0,5.0,0.0,1.0,87.0,Other,Total: Dog
South Wales,Other,Dog deployed,63.0,4.0,9.0,3.0,0.0,1.0,80.0,Other,Dog: deployed
South Wales,Other,Dog bite,4.0,0.0,1.0,2.0,0.0,0.0,7.0,Other,Dog: bite
South Wales,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Wales,Other,Other / improvised,826.0,89.0,38.0,18.0,7.0,12.0,990.0,Other,Other / improvised
South Wales,Not reported,*Total Not reported,17.0,1.0,0.0,2.0,0.0,0.0,20.0,Not reported,Total: Not reported
South Wales,Tactical communication,Tactical communication,9388.0,639.0,350.0,258.0,78.0,74.0,10787.0,Excluded: Tactical Communication,Tactical Communication
South Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,10563.0,771.0,515.0,245.0,203.0,0.0,12297.0,Total,Total: all
South Yorkshire,Restraint,*Total Restraint,4820.0,342.0,234.0,109.0,77.0,0.0,5582.0,Restraint,Total: Restraint
South Yorkshire,Restraint,"Handcuffing, of which",3222.0,226.0,168.0,68.0,61.0,0.0,3745.0,Restraint,Total: Handcuffing
South Yorkshire,Restraint,Compliant handcuffing,1151.0,93.0,77.0,32.0,28.0,0.0,1381.0,Restraint,Handcuffing: compliant
South Yorkshire,Restraint,Non-compliant handcuffing,2071.0,133.0,91.0,36.0,33.0,0.0,2364.0,Restraint,Handcuffing: non-compliant
South Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Restraint,Limb / Body restraints,388.0,21.0,12.0,5.0,1.0,0.0,427.0,Restraint,Limb / body restraints
South Yorkshire,Restraint,Ground restraint,1210.0,95.0,54.0,36.0,15.0,0.0,1410.0,Restraint,Ground restraint
South Yorkshire,Unarmed skills,*Total Unarmed skills,4087.0,280.0,209.0,96.0,84.0,0.0,4756.0,Unarmed skills,Total: unarmed skills
South Yorkshire,Other equipment,*Total Other equipment,695.0,57.0,23.0,15.0,20.0,0.0,810.0,Other equipment,Total: Other equipment
South Yorkshire,Other equipment,"Baton, of which",166.0,8.0,4.0,1.0,8.0,0.0,187.0,Other equipment,Total: Baton
South Yorkshire,Other equipment,Baton drawn,98.0,5.0,2.0,1.0,8.0,0.0,114.0,Other equipment,Baton: drawn
South Yorkshire,Other equipment,Baton used,68.0,3.0,2.0,0.0,0.0,0.0,73.0,Other equipment,Baton: used
South Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other equipment,"Irritant spray, of which",413.0,30.0,13.0,13.0,11.0,0.0,480.0,Other equipment,Total: Irritant spray
South Yorkshire,Other equipment,Irritant spray - drawn,135.0,11.0,8.0,3.0,3.0,0.0,160.0,Other equipment,Irritant spray: drawn
South Yorkshire,Other equipment,Irritant spray - used,278.0,19.0,5.0,10.0,8.0,0.0,320.0,Other equipment,Irritant spray: used
South Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other equipment,Spit and bite guard,109.0,19.0,4.0,0.0,1.0,0.0,133.0,Other equipment,Spit and bite guard
South Yorkshire,Other equipment,Shield,7.0,0.0,2.0,1.0,0.0,0.0,10.0,Other equipment,Shield
South Yorkshire,Less lethal weapons,*Total Less lethal weapons,480.0,53.0,20.0,11.0,8.0,0.0,572.0,Less lethal weapons,Total: Less lethal weapons
South Yorkshire,Less lethal weapons,CED of which,473.0,53.0,17.0,11.0,8.0,0.0,562.0,,
South Yorkshire,Less lethal weapons,CED non-discharge,399.0,46.0,15.0,9.0,7.0,0.0,476.0,,
South Yorkshire,Less lethal weapons,CED discharge,74.0,7.0,2.0,2.0,1.0,0.0,86.0,,
South Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Less lethal weapons,"AEP, of which",7.0,0.0,3.0,0.0,0.0,0.0,10.0,Less lethal weapons,Total: AEP
South Yorkshire,Less lethal weapons,AEP drawn,7.0,0.0,3.0,0.0,0.0,0.0,10.0,,
South Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Firearms,*Total Firearms,46.0,3.0,6.0,0.0,3.0,0.0,58.0,Firearms,Total: Firearms
South Yorkshire,Other,*Total Other,435.0,36.0,23.0,14.0,11.0,0.0,519.0,Other,Total: Other
South Yorkshire,Other,"Dog use, of which",95.0,3.0,6.0,5.0,3.0,0.0,112.0,Other,Total: Dog
South Yorkshire,Other,Dog deployed,64.0,3.0,5.0,4.0,2.0,0.0,78.0,Other,Dog: deployed
South Yorkshire,Other,Dog bite,31.0,0.0,1.0,1.0,1.0,0.0,34.0,Other,Dog: bite
South Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Yorkshire,Other,Other / improvised,340.0,33.0,17.0,9.0,8.0,0.0,407.0,Other,Other / improvised
South Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
South Yorkshire,Tactical communication,Tactical communication,3885.0,269.0,180.0,87.0,86.0,0.0,4507.0,Excluded: Tactical Communication,Tactical Communication
Staffordshire,Total (excluding not reported and tactical communication),*Total Tactics,6275.0,242.0,256.0,144.0,80.0,354.0,7351.0,Total,Total: all
Staffordshire,Restraint,*Total Restraint,2731.0,95.0,105.0,59.0,26.0,45.0,3061.0,Restraint,Total: Restraint
Staffordshire,Restraint,"Handcuffing, of which",1822.0,64.0,79.0,45.0,13.0,29.0,2052.0,Restraint,Total: Handcuffing
Staffordshire,Restraint,Compliant handcuffing,:,:,:,:,:,:,:,Restraint,Handcuffing: compliant
Staffordshire,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:,Restraint,Handcuffing: non-compliant
Staffordshire,Restraint,Handcuffing not stated,1822.0,64.0,79.0,45.0,13.0,29.0,2052.0,,
Staffordshire,Restraint,Limb / Body restraints,177.0,6.0,8.0,5.0,2.0,5.0,203.0,Restraint,Limb / body restraints
Staffordshire,Restraint,Ground restraint,732.0,25.0,18.0,9.0,11.0,11.0,806.0,Restraint,Ground restraint
Staffordshire,Unarmed skills,*Total Unarmed skills,2712.0,108.0,114.0,69.0,34.0,290.0,3327.0,Unarmed skills,Total: unarmed skills
Staffordshire,Other equipment,*Total Other equipment,516.0,25.0,19.0,10.0,10.0,11.0,591.0,Other equipment,Total: Other equipment
Staffordshire,Other equipment,"Baton, of which",50.0,9.0,5.0,0.0,3.0,2.0,69.0,Other equipment,Total: Baton
Staffordshire,Other equipment,Baton drawn,27.0,4.0,2.0,0.0,3.0,1.0,37.0,Other equipment,Baton: drawn
Staffordshire,Other equipment,Baton used,23.0,5.0,3.0,0.0,0.0,1.0,32.0,Other equipment,Baton: used
Staffordshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other equipment,"Irritant spray, of which",385.0,14.0,10.0,8.0,7.0,8.0,432.0,Other equipment,Total: Irritant spray
Staffordshire,Other equipment,Irritant spray - drawn,183.0,4.0,8.0,3.0,3.0,3.0,204.0,Other equipment,Irritant spray: drawn
Staffordshire,Other equipment,Irritant spray - used,202.0,10.0,2.0,5.0,4.0,5.0,228.0,Other equipment,Irritant spray: used
Staffordshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other equipment,Spit and bite guard,76.0,2.0,4.0,2.0,0.0,1.0,85.0,Other equipment,Spit and bite guard
Staffordshire,Other equipment,Shield,5.0,0.0,0.0,0.0,0.0,0.0,5.0,Other equipment,Shield
Staffordshire,Less lethal weapons,*Total Less lethal weapons,170.0,5.0,8.0,1.0,3.0,4.0,191.0,Less lethal weapons,Total: Less lethal weapons
Staffordshire,Less lethal weapons,CED of which,153.0,5.0,8.0,1.0,3.0,3.0,173.0,,
Staffordshire,Less lethal weapons,CED non-discharge,136.0,5.0,8.0,1.0,1.0,2.0,153.0,,
Staffordshire,Less lethal weapons,CED discharge,17.0,0.0,0.0,0.0,2.0,0.0,19.0,,
Staffordshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
Staffordshire,Less lethal weapons,"AEP, of which",17.0,0.0,0.0,0.0,0.0,1.0,18.0,Less lethal weapons,Total: AEP
Staffordshire,Less lethal weapons,AEP drawn,14.0,0.0,0.0,0.0,0.0,1.0,15.0,,
Staffordshire,Less lethal weapons,AEP used,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,
Staffordshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Firearms,*Total Firearms,17.0,4.0,4.0,3.0,0.0,0.0,28.0,Firearms,Total: Firearms
Staffordshire,Other,*Total Other,129.0,5.0,6.0,2.0,7.0,4.0,153.0,Other,Total: Other
Staffordshire,Other,"Dog use, of which",50.0,1.0,4.0,2.0,3.0,3.0,63.0,Other,Total: Dog
Staffordshire,Other,Dog deployed,40.0,1.0,3.0,1.0,2.0,2.0,49.0,Other,Dog: deployed
Staffordshire,Other,Dog bite,10.0,0.0,1.0,1.0,1.0,1.0,14.0,Other,Dog: bite
Staffordshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Staffordshire,Other,Other / improvised,79.0,4.0,2.0,0.0,4.0,1.0,90.0,Other,Other / improvised
Staffordshire,Not reported,*Total Not reported,12.0,1.0,0.0,0.0,0.0,1.0,14.0,Not reported,Total: Not reported
Staffordshire,Tactical communication,Tactical communication,2366.0,94.0,105.0,62.0,29.0,38.0,2694.0,Excluded: Tactical Communication,Tactical Communication
Suffolk,Total (excluding not reported and tactical communication),*Total Tactics,4898.0,518.0,58.0,0.0,17.0,200.0,5691.0,Total,Total: all
Suffolk,Restraint,*Total Restraint,2727.0,284.0,35.0,0.0,10.0,96.0,3152.0,Restraint,Total: Restraint
Suffolk,Restraint,"Handcuffing, of which",2254.0,244.0,30.0,0.0,9.0,80.0,2617.0,Restraint,Total: Handcuffing
Suffolk,Restraint,Compliant handcuffing,1199.0,129.0,22.0,0.0,6.0,49.0,1405.0,Restraint,Handcuffing: compliant
Suffolk,Restraint,Non-compliant handcuffing,1055.0,115.0,8.0,0.0,3.0,31.0,1212.0,Restraint,Handcuffing: non-compliant
Suffolk,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Restraint,Limb / Body restraints,168.0,10.0,1.0,0.0,0.0,7.0,186.0,Restraint,Limb / body restraints
Suffolk,Restraint,Ground restraint,305.0,30.0,4.0,0.0,1.0,9.0,349.0,Restraint,Ground restraint
Suffolk,Unarmed skills,*Total Unarmed skills,740.0,73.0,6.0,0.0,2.0,28.0,849.0,Unarmed skills,Total: unarmed skills
Suffolk,Other equipment,*Total Other equipment,298.0,32.0,3.0,0.0,4.0,15.0,352.0,Other equipment,Total: Other equipment
Suffolk,Other equipment,"Baton, of which",13.0,0.0,0.0,0.0,1.0,3.0,17.0,Other equipment,Total: Baton
Suffolk,Other equipment,Baton drawn,10.0,0.0,0.0,0.0,0.0,3.0,13.0,Other equipment,Baton: drawn
Suffolk,Other equipment,Baton used,3.0,0.0,0.0,0.0,1.0,0.0,4.0,Other equipment,Baton: used
Suffolk,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other equipment,"Irritant spray, of which",220.0,27.0,3.0,0.0,3.0,10.0,263.0,Other equipment,Total: Irritant spray
Suffolk,Other equipment,Irritant spray - drawn,92.0,18.0,2.0,0.0,1.0,5.0,118.0,Other equipment,Irritant spray: drawn
Suffolk,Other equipment,Irritant spray - used,128.0,9.0,1.0,0.0,2.0,5.0,145.0,Other equipment,Irritant spray: used
Suffolk,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other equipment,Spit and bite guard,62.0,2.0,0.0,0.0,0.0,2.0,66.0,Other equipment,Spit and bite guard
Suffolk,Other equipment,Shield,3.0,3.0,0.0,0.0,0.0,0.0,6.0,Other equipment,Shield
Suffolk,Less lethal weapons,*Total Less lethal weapons,308.0,47.0,6.0,0.0,0.0,28.0,389.0,Less lethal weapons,Total: Less lethal weapons
Suffolk,Less lethal weapons,CED of which,289.0,43.0,6.0,0.0,0.0,25.0,363.0,,
Suffolk,Less lethal weapons,CED non-discharge,:,:,:,:,:,:,:,,
Suffolk,Less lethal weapons,CED discharge,:,:,:,:,:,:,:,,
Suffolk,Less lethal weapons,CED not stated,289.0,43.0,6.0,0.0,0.0,25.0,363.0,,
Suffolk,Less lethal weapons,"AEP, of which",19.0,4.0,0.0,0.0,0.0,3.0,26.0,Less lethal weapons,Total: AEP
Suffolk,Less lethal weapons,AEP drawn,18.0,3.0,0.0,0.0,0.0,1.0,22.0,,
Suffolk,Less lethal weapons,AEP used,1.0,1.0,0.0,0.0,0.0,2.0,4.0,,
Suffolk,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Firearms,*Total Firearms,13.0,2.0,0.0,0.0,0.0,3.0,18.0,Firearms,Total: Firearms
Suffolk,Other,*Total Other,812.0,80.0,8.0,0.0,1.0,30.0,931.0,Other,Total: Other
Suffolk,Other,"Dog use, of which",9.0,0.0,0.0,0.0,0.0,0.0,9.0,Other,Total: Dog
Suffolk,Other,Dog deployed,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Other,Dog: deployed
Suffolk,Other,Dog bite,5.0,0.0,0.0,0.0,0.0,0.0,5.0,Other,Dog: bite
Suffolk,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Suffolk,Other,Other / improvised,803.0,80.0,8.0,0.0,1.0,30.0,922.0,Other,Other / improvised
Suffolk,Not reported,*Total Not reported,66.0,13.0,0.0,0.0,0.0,0.0,79.0,Not reported,Total: Not reported
Suffolk,Tactical communication,Tactical communication,2064.0,211.0,22.0,0.0,5.0,85.0,2387.0,Excluded: Tactical Communication,Tactical Communication
Surrey,Total (excluding not reported and tactical communication),*Total Tactics,6452.0,517.0,362.0,108.0,114.0,0.0,7553.0,Total,Total: all
Surrey,Restraint,*Total Restraint,3659.0,309.0,222.0,69.0,68.0,0.0,4327.0,Restraint,Total: Restraint
Surrey,Restraint,"Handcuffing, of which",2951.0,277.0,186.0,60.0,57.0,0.0,3531.0,Restraint,Total: Handcuffing
Surrey,Restraint,Compliant handcuffing,1548.0,189.0,128.0,34.0,38.0,0.0,1937.0,Restraint,Handcuffing: compliant
Surrey,Restraint,Non-compliant handcuffing,1403.0,88.0,58.0,26.0,19.0,0.0,1594.0,Restraint,Handcuffing: non-compliant
Surrey,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Restraint,Limb / Body restraints,359.0,14.0,15.0,5.0,7.0,0.0,400.0,Restraint,Limb / body restraints
Surrey,Restraint,Ground restraint,349.0,18.0,21.0,4.0,4.0,0.0,396.0,Restraint,Ground restraint
Surrey,Unarmed skills,*Total Unarmed skills,1918.0,114.0,82.0,27.0,23.0,0.0,2164.0,Unarmed skills,Total: unarmed skills
Surrey,Other equipment,*Total Other equipment,329.0,36.0,14.0,6.0,2.0,0.0,387.0,Other equipment,Total: Other equipment
Surrey,Other equipment,"Baton, of which",32.0,9.0,1.0,2.0,0.0,0.0,44.0,Other equipment,Total: Baton
Surrey,Other equipment,Baton drawn,17.0,6.0,1.0,1.0,0.0,0.0,25.0,Other equipment,Baton: drawn
Surrey,Other equipment,Baton used,15.0,3.0,0.0,1.0,0.0,0.0,19.0,Other equipment,Baton: used
Surrey,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other equipment,"Irritant spray, of which",185.0,21.0,8.0,3.0,1.0,0.0,218.0,Other equipment,Total: Irritant spray
Surrey,Other equipment,Irritant spray - drawn,75.0,10.0,5.0,1.0,1.0,0.0,92.0,Other equipment,Irritant spray: drawn
Surrey,Other equipment,Irritant spray - used,110.0,11.0,3.0,2.0,0.0,0.0,126.0,Other equipment,Irritant spray: used
Surrey,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other equipment,Spit and bite guard,110.0,5.0,5.0,1.0,1.0,0.0,122.0,Other equipment,Spit and bite guard
Surrey,Other equipment,Shield,2.0,1.0,0.0,0.0,0.0,0.0,3.0,Other equipment,Shield
Surrey,Less lethal weapons,*Total Less lethal weapons,362.0,42.0,31.0,3.0,8.0,0.0,446.0,Less lethal weapons,Total: Less lethal weapons
Surrey,Less lethal weapons,CED of which,347.0,42.0,28.0,3.0,8.0,0.0,428.0,,
Surrey,Less lethal weapons,CED non-discharge,316.0,37.0,24.0,3.0,8.0,0.0,388.0,,
Surrey,Less lethal weapons,CED discharge,31.0,5.0,4.0,0.0,0.0,0.0,40.0,,
Surrey,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Less lethal weapons,"AEP, of which",15.0,0.0,3.0,0.0,0.0,0.0,18.0,Less lethal weapons,Total: AEP
Surrey,Less lethal weapons,AEP drawn,15.0,0.0,3.0,0.0,0.0,0.0,18.0,,
Surrey,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Firearms,*Total Firearms,40.0,3.0,12.0,2.0,6.0,0.0,63.0,Firearms,Total: Firearms
Surrey,Other,*Total Other,144.0,13.0,1.0,1.0,7.0,0.0,166.0,Other,Total: Other
Surrey,Other,"Dog use, of which",6.0,3.0,0.0,0.0,0.0,0.0,9.0,Other,Total: Dog
Surrey,Other,Dog deployed,5.0,3.0,0.0,0.0,0.0,0.0,8.0,Other,Dog: deployed
Surrey,Other,Dog bite,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: bite
Surrey,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Surrey,Other,Other / improvised,138.0,10.0,1.0,1.0,7.0,0.0,157.0,Other,Other / improvised
Surrey,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Surrey,Tactical communication,Tactical communication,2654.0,205.0,151.0,49.0,42.0,0.0,3101.0,Excluded: Tactical Communication,Tactical Communication
Sussex,Total (excluding not reported and tactical communication),*Total Tactics,20942.0,1635.0,641.0,484.0,208.0,180.0,24090.0,Total,Total: all
Sussex,Restraint,*Total Restraint,11206.0,902.0,362.0,258.0,131.0,82.0,12941.0,Restraint,Total: Restraint
Sussex,Restraint,"Handcuffing, of which",9352.0,785.0,319.0,222.0,120.0,64.0,10862.0,Restraint,Total: Handcuffing
Sussex,Restraint,Compliant handcuffing,:,:,:,:,:,:,:,Restraint,Handcuffing: compliant
Sussex,Restraint,Non-compliant handcuffing,:,:,:,:,:,:,:,Restraint,Handcuffing: non-compliant
Sussex,Restraint,Handcuffing not stated,9352.0,785.0,319.0,222.0,120.0,64.0,10862.0,,
Sussex,Restraint,Limb / Body restraints,699.0,37.0,16.0,14.0,3.0,9.0,778.0,Restraint,Limb / body restraints
Sussex,Restraint,Ground restraint,1155.0,80.0,27.0,22.0,8.0,9.0,1301.0,Restraint,Ground restraint
Sussex,Unarmed skills,*Total Unarmed skills,7250.0,492.0,172.0,149.0,58.0,64.0,8185.0,Unarmed skills,Total: unarmed skills
Sussex,Other equipment,*Total Other equipment,1114.0,95.0,20.0,31.0,4.0,11.0,1275.0,Other equipment,Total: Other equipment
Sussex,Other equipment,"Baton, of which",148.0,13.0,2.0,5.0,0.0,5.0,173.0,Other equipment,Total: Baton
Sussex,Other equipment,Baton drawn,89.0,10.0,2.0,3.0,0.0,4.0,108.0,Other equipment,Baton: drawn
Sussex,Other equipment,Baton used,59.0,3.0,0.0,2.0,0.0,1.0,65.0,Other equipment,Baton: used
Sussex,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other equipment,"Irritant spray, of which",717.0,68.0,16.0,22.0,3.0,5.0,831.0,Other equipment,Total: Irritant spray
Sussex,Other equipment,Irritant spray - drawn,322.0,33.0,12.0,14.0,2.0,3.0,386.0,Other equipment,Irritant spray: drawn
Sussex,Other equipment,Irritant spray - used,395.0,35.0,4.0,8.0,1.0,2.0,445.0,Other equipment,Irritant spray: used
Sussex,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Other equipment,Spit and bite guard,235.0,14.0,2.0,3.0,1.0,0.0,255.0,Other equipment,Spit and bite guard
Sussex,Other equipment,Shield,14.0,0.0,0.0,1.0,0.0,1.0,16.0,Other equipment,Shield
Sussex,Less lethal weapons,*Total Less lethal weapons,735.0,99.0,43.0,33.0,6.0,12.0,928.0,Less lethal weapons,Total: Less lethal weapons
Sussex,Less lethal weapons,CED of which,716.0,97.0,37.0,30.0,5.0,12.0,897.0,,
Sussex,Less lethal weapons,CED non-discharge,652.0,89.0,34.0,26.0,4.0,12.0,817.0,,
Sussex,Less lethal weapons,CED discharge,64.0,8.0,3.0,4.0,1.0,0.0,80.0,,
Sussex,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sussex,Less lethal weapons,"AEP, of which",19.0,2.0,6.0,3.0,1.0,0.0,31.0,Less lethal weapons,Total: AEP
Sussex,Less lethal weapons,AEP drawn,17.0,2.0,6.0,3.0,1.0,0.0,29.0,,
